timestamp,open,high,low,close,volume,close_time,quote_asset_volume,number_of_trades,taker_buy_base_asset_volume,taker_buy_quote_asset_volume,ignore
2025-08-16 00:34:00,117606.0,117606.53,117554.63,117606.53,5.80094,1755304499999,682042.57384220,2444,3.17840000,373666.63874820,0
2025-08-16 00:35:00,117606.53,117616.54,117595.97,117616.53,4.09123,1755304559999,481169.41415910,1365,2.42022000,284639.26042200,0
2025-08-16 00:36:00,117616.54,117616.54,117616.53,117616.53,3.37515,1755304619999,396973.45888790,256,2.76584000,325308.53099360,0
2025-08-16 00:37:00,117616.54,117623.93,117600.0,117620.03,9.27642,1755304679999,1091020.35110110,1352,5.69364000,669628.72552050,0
2025-08-16 00:38:00,117620.02,117653.88,117620.01,117653.7,18.42936,1755304739999,2167817.36639850,1520,11.98253000,1409523.64643040,0
2025-08-16 00:39:00,117653.69,117676.75,117653.69,117676.74,11.87417,1755304799999,1397106.97983920,940,11.52145000,1355604.87909170,0
2025-08-16 00:40:00,117676.74,117676.74,117651.77,117665.65,5.68272,1755304859999,668682.04946640,1204,0.46877000,55153.14382760,0
2025-08-16 00:41:00,117665.64,117688.49,117665.64,117688.48,3.72038,1755304919999,437819.41525610,677,3.00055000,353106.87581040,0
2025-08-16 00:42:00,117688.48,117696.0,117688.48,117696.0,1.93686,1755304979999,227947.60693480,426,1.57566000,185437.23442250,0
2025-08-16 00:43:00,117695.99,117697.02,117695.99,117697.01,1.91532,1755305039999,225425.81252780,261,0.68377000,80477.10895270,0
2025-08-16 00:44:00,117697.01,117697.02,117678.27,117678.27,9.2456,1755305099999,1088146.57490640,1033,0.83451000,98206.11740360,0
2025-08-16 00:45:00,117678.27,117700.5,117663.88,117700.5,9.70704,1755305159999,1142411.03476540,1605,1.80275000,212172.95947320,0
2025-08-16 00:46:00,117700.5,117705.52,117666.08,117705.52,8.36746,1755305219999,984780.83619470,1955,3.72577000,438479.50452750,0
2025-08-16 00:47:00,117705.51,117705.52,117682.18,117682.19,7.22137,1755305279999,849926.33381260,855,2.42253000,285143.45839910,0
2025-08-16 00:48:00,117682.18,117698.01,117659.62,117698.0,12.40519,1755305339999,1459852.94150250,1880,1.54492000,181787.22401370,0
2025-08-16 00:49:00,117698.01,117710.22,117689.27,117710.22,10.04977,1755305399999,1182807.12219560,1111,3.71478000,437202.02753230,0
2025-08-16 00:50:00,117710.56,117723.08,117710.55,117723.07,7.02679,1755305459999,827180.49224560,728,6.95543000,818780.07106140,0
2025-08-16 00:51:00,117723.07,117744.0,117723.07,117743.99,3.21642,1755305519999,378675.46666070,666,2.67591000,315037.52472940,0
2025-08-16 00:52:00,117744.0,117749.26,117707.4,117749.26,7.72051,1755305579999,909005.61384330,2362,2.02098000,237929.23019450,0
2025-08-16 00:53:00,117749.26,117781.99,117749.25,117761.22,12.2502,1755305639999,1442699.75762170,1406,9.77036000,1150638.62617360,0
2025-08-16 00:54:00,117761.23,117761.23,117754.78,117754.79,2.9,1755305699999,341504.94183840,428,0.51681000,60858.13722030,0
2025-08-16 00:55:00,117754.79,117754.79,117678.52,117695.99,6.71266,1755305759999,790128.69893740,3094,0.90194000,106146.35179050,0
2025-08-16 00:56:00,117695.98,117735.21,117695.98,117735.2,4.7388,1755305819999,557833.25342260,1044,2.49544000,293752.24392690,0
2025-08-16 00:57:00,117735.2,117735.21,117735.2,117735.2,1.70094,1755305879999,200260.52069030,175,0.96023000,113052.88069830,0
2025-08-16 00:58:00,117735.21,117735.21,117735.2,117735.21,2.48971,1755305939999,293126.51031980,167,0.55278000,65081.66938380,0
2025-08-16 00:59:00,117735.21,117735.21,117735.2,117735.21,0.87472,1755305999999,102985.33631130,124,0.21673000,25516.75206330,0
2025-08-16 01:00:00,117735.2,117761.86,117707.4,117707.4,8.36206,1755306059999,984557.53163780,2007,1.42139000,167353.29298850,0
2025-08-16 01:01:00,117707.4,117730.82,117693.32,117730.82,5.96664,1755306119999,702338.00584890,1785,4.08205000,480500.60680210,0
2025-08-16 01:02:00,117730.81,117745.93,117707.4,117717.92,8.24954,1755306179999,971270.91513810,1885,1.18378000,139355.73483600,0
2025-08-16 01:03:00,117717.93,117717.93,117694.0,117694.0,2.98015,1755306239999,350770.50180550,905,0.34578000,40696.52193120,0
2025-08-16 01:04:00,117694.0,117730.82,117694.0,117730.82,1.43072,1755306299999,168407.81445370,969,1.22603000,144314.39185450,0
2025-08-16 01:05:00,117730.82,117730.82,117693.27,117719.99,34.3663,1755306359999,4044907.09408810,2405,28.83051000,3393287.88291970,0
2025-08-16 01:06:00,117719.99,117720.0,117639.72,117639.73,9.36836,1755306419999,1102392.83127240,2297,0.26332000,30983.18907480,0
2025-08-16 01:07:00,117639.73,117690.49,117638.86,117690.49,7.4215,1755306479999,873088.85555970,2143,6.31569000,742999.06400560,0
2025-08-16 01:08:00,117690.49,117694.34,117681.39,117694.34,21.84098,1755306539999,2570375.08027600,857,20.90935000,2460732.68729050,0
2025-08-16 01:09:00,117694.33,117719.2,117694.32,117719.1,29.56769,1755306599999,3480272.50601650,1149,25.10476000,2954964.41120870,0
2025-08-16 01:10:00,117719.1,117732.86,117705.0,117707.39,2.1174,1755306659999,249257.26088080,976,0.94514000,111258.06129250,0
2025-08-16 01:11:00,117707.4,117707.4,117670.06,117676.37,2.54447,1755306719999,299469.17705260,1357,0.26520000,31211.27946500,0
2025-08-16 01:12:00,117676.36,117676.37,117635.41,117635.42,3.12477,1755306779999,367651.23941350,1310,0.16328000,19209.60087150,0
2025-08-16 01:13:00,117635.42,117779.4,117635.41,117779.39,11.31032,1755306839999,1331178.55083940,2222,10.20051000,1200515.00128920,0
2025-08-16 01:14:00,117779.4,117779.4,117764.0,117771.39,8.71072,1755306899999,1025906.86171020,1079,0.65514000,77156.78481920,0
2025-08-16 01:15:00,117771.39,117803.64,117771.39,117780.01,8.36681,1755306959999,985545.43219840,1681,4.15511000,489428.81003210,0
2025-08-16 01:16:00,117780.01,117780.01,117771.39,117771.39,2.82536,1755307019999,332759.16508060,439,0.41835000,49272.33276650,0
2025-08-16 01:17:00,117771.39,117771.4,117771.39,117771.4,1.53327,1755307079999,180575.34222720,132,0.30819000,36295.96776600,0
2025-08-16 01:18:00,117771.4,117771.4,117741.9,117741.9,1.91257,1755307139999,225226.42143170,1381,0.08868000,10442.82536400,0
2025-08-16 01:19:00,117741.9,117741.9,117682.69,117682.7,8.3803,1755307199999,986342.05025200,2606,3.59645000,423253.12287600,0
2025-08-16 01:20:00,117682.7,117682.7,117669.23,117669.23,1.85044,1755307259999,217749.47660250,838,0.32468000,38207.73847010,0
2025-08-16 01:21:00,117669.24,117669.24,117659.41,117659.41,2.05264,1755307319999,241522.30885650,370,0.68872000,81040.50575920,0
2025-08-16 01:22:00,117659.42,117680.0,117658.0,117660.0,20.98784,1755307379999,2469611.62404390,1959,9.61069000,1130792.86439400,0
2025-08-16 01:23:00,117660.01,117660.01,117628.01,117655.37,9.34759,1755307439999,1099611.32582750,1794,4.03375000,474498.77656000,0
2025-08-16 01:24:00,117655.37,117660.0,117626.31,117660.0,6.31353,1755307499999,742731.03838800,2072,4.98960000,586985.77837490,0
2025-08-16 01:25:00,117659.99,117707.41,117659.99,117707.41,2.76662,1755307559999,325587.08467950,1420,2.08250000,245078.86184020,0
2025-08-16 01:26:00,117707.41,117718.0,117707.41,117718.0,1.33352,1755307619999,156973.74168420,511,1.24918000,147045.50187830,0
2025-08-16 01:27:00,117717.99,117740.0,117707.4,117739.99,3.60145,1755307679999,423956.18985300,1199,1.34738000,158618.48872770,0
2025-08-16 01:28:00,117739.99,117740.0,117707.4,117707.4,4.82913,1755307739999,568553.79231890,1515,0.96520000,113640.70879180,0
2025-08-16 01:29:00,117707.4,117716.91,117707.4,117716.91,3.34528,1755307799999,393778.98947950,438,1.91382000,225273.97028050,0
2025-08-16 01:30:00,117716.9,117716.9,117707.4,117707.41,1.93658,1755307859999,227951.58340530,448,0.15673000,18448.28236930,0
2025-08-16 01:31:00,117707.4,117731.94,117707.4,117731.94,2.92187,1755307919999,343932.31561620,824,0.93861000,110487.28868550,0
2025-08-16 01:32:00,117731.94,117757.41,117731.93,117757.41,0.80961,1755307979999,95328.73588930,856,0.74155000,87314.57047870,0
2025-08-16 01:33:00,117757.41,117771.4,117757.41,117771.4,0.52946,1755308039999,62352.49062580,254,0.41983000,49441.21314010,0
2025-08-16 01:34:00,117771.39,117771.4,117748.63,117771.39,7.15236,1755308099999,842320.04203320,1138,0.38758000,45642.44760130,0
2025-08-16 01:35:00,117771.4,117771.4,117771.39,117771.4,2.04809,1755308159999,241206.42094920,138,1.48041000,174349.95827400,0
2025-08-16 01:36:00,117771.4,117806.41,117771.39,117806.41,2.95943,1755308219999,348566.39476930,917,2.60256000,306530.70050220,0
2025-08-16 01:37:00,117806.4,117842.84,117806.4,117842.84,8.41836,1755308279999,991834.48321870,1021,7.94619000,936196.16652390,0
2025-08-16 01:38:00,117842.83,117842.84,117780.11,117788.01,8.11653,1755308339999,956200.33936270,2366,1.72620000,203347.69298700,0
2025-08-16 01:39:00,117788.01,117802.0,117788.01,117802.0,6.37827,1755308399999,751337.31416240,519,1.66154000,195724.97998970,0
2025-08-16 01:40:00,117801.99,117817.56,117801.99,117817.55,2.43886,1755308459999,287309.68460550,263,2.26934000,267339.20600630,0
2025-08-16 01:41:00,117817.56,117817.56,117779.39,117779.39,5.44631,1755308519999,641580.38030380,1701,1.00164000,117995.01497920,0
2025-08-16 01:42:00,117779.4,117779.4,117737.96,117737.96,4.40904,1755308579999,519204.13363830,1062,0.20424000,24052.71852780,0
2025-08-16 01:43:00,117737.96,117769.87,117732.01,117769.86,3.39992,1755308639999,400322.19556770,816,2.53942000,298995.59598000,0
2025-08-16 01:44:00,117769.87,117797.2,117758.08,117797.19,1.54719,1755308699999,182214.99489970,843,0.98640000,116168.90065010,0
2025-08-16 01:45:00,117797.2,117805.0,117790.0,117791.27,3.91669,1755308759999,461373.05623870,944,0.38041000,44810.31220310,0
2025-08-16 01:46:00,117791.27,117791.28,117771.39,117781.59,2.07427,1755308819999,244302.23943920,984,1.02091000,120234.91399560,0
2025-08-16 01:47:00,117781.59,117833.7,117781.59,117833.69,1.64479,1755308879999,193768.44298110,744,1.24522000,146697.88536850,0
2025-08-16 01:48:00,117833.7,117864.04,117833.69,117862.0,9.77313,1755308939999,1151798.94342490,771,9.02514000,1063639.58630730,0
2025-08-16 01:49:00,117862.0,117869.61,117861.99,117869.6,2.98303,1755308999999,351593.76528370,408,2.03697000,240084.06912600,0
2025-08-16 01:50:00,117869.61,117877.13,117869.6,117877.13,1.5211,1755309059999,179293.86177840,441,1.21120000,142764.60791680,0
2025-08-16 01:51:00,117877.13,117877.13,117877.12,117877.12,2.02703,1755309119999,238940.47611300,180,1.75594000,206985.16765220,0
2025-08-16 01:52:00,117877.13,117883.39,117877.12,117883.39,1.43992,1755309179999,169734.41233060,301,1.19172000,140477.31114660,0
2025-08-16 01:53:00,117883.38,117898.99,117883.38,117898.99,8.2676,1755309239999,974660.40657410,419,6.69271000,788982.97134090,0
2025-08-16 01:54:00,117898.99,117898.99,117851.38,117851.38,7.25345,1755309299999,855076.63654080,1763,0.27684000,32631.49173180,0
2025-08-16 01:55:00,117851.39,117873.79,117851.38,117873.79,3.6788,1755309359999,433587.68766950,438,3.41394000,402369.49189170,0
2025-08-16 01:56:00,117873.79,117873.79,117837.79,117837.79,3.12196,1755309419999,367954.43071620,949,0.11306000,13324.28834630,0
2025-08-16 01:57:00,117837.8,117837.8,117826.64,117826.65,0.53131,1755309479999,62607.22316940,390,0.28987000,34157.20243800,0
2025-08-16 01:58:00,117826.64,117826.65,117790.1,117796.87,2.93856,1755309539999,346167.99573330,1120,1.13209000,133350.90894030,0
2025-08-16 01:59:00,117796.87,117821.61,117796.87,117821.6,3.13348,1755309599999,369155.09214350,786,2.01717000,237632.01659120,0
2025-08-16 02:00:00,117821.61,117821.61,117788.04,117788.04,2.497,1755309659999,294188.00409240,962,0.28548000,33634.08656280,0
2025-08-16 02:01:00,117788.04,117816.4,117788.04,117816.39,4.48559,1755309719999,528382.05778180,894,4.23451000,498802.47325160,0
2025-08-16 02:02:00,117816.39,117816.4,117802.52,117802.52,1.26583,1755309779999,149130.67820170,666,0.26410000,31112.71949180,0
2025-08-16 02:03:00,117802.52,117802.53,117771.39,117785.12,3.34851,1755309839999,394395.41633510,1577,1.84644000,217471.24846260,0
2025-08-16 02:04:00,117785.13,117787.99,117632.21,117645.93,41.46749,1755309899999,4880502.04604590,2900,5.02293000,590883.89850050,0
2025-08-16 02:05:00,117645.93,117685.71,117616.29,117616.3,9.97858,1755309959999,1173899.13150360,2235,1.85326000,218038.37308540,0
2025-08-16 02:06:00,117616.3,117633.21,117610.06,117610.06,13.58618,1755310019999,1598000.62033470,1722,3.44964000,405741.74744980,0
2025-08-16 02:07:00,117610.07,117684.76,117610.06,117684.76,7.63812,1755310079999,898441.07763480,2899,6.01954000,708021.98115070,0
2025-08-16 02:08:00,117684.75,117684.75,117662.98,117662.99,1.41978,1755310139999,167073.25003650,614,0.27463000,32314.19776270,0
2025-08-16 02:09:00,117662.98,117697.97,117662.98,117697.97,1.93066,1755310199999,227192.69958020,1219,1.79956000,211763.15262650,0
2025-08-16 02:10:00,117697.97,117707.41,117693.03,117693.04,3.8018,1755310259999,447482.22192820,729,0.49490000,58249.39106430,0
2025-08-16 02:11:00,117693.03,117720.0,117693.03,117719.99,1.07751,1755310319999,126822.79941430,763,0.98106000,115469.97753370,0
2025-08-16 02:12:00,117719.99,117734.0,117719.99,117733.99,2.18018,1755310379999,256670.45307970,510,1.63533000,192524.89699270,0
2025-08-16 02:13:00,117734.0,117734.0,117659.41,117659.41,5.00242,1755310439999,588804.11304920,2268,0.83632000,98424.96338600,0
2025-08-16 02:14:00,117659.41,117661.62,117643.12,117643.12,8.71791,1755310499999,1025739.69195410,827,3.00763000,353874.13479280,0
2025-08-16 02:15:00,117643.13,117643.13,117580.78,117580.79,4.96689,1755310559999,584119.42490190,1665,0.22261000,26184.15747410,0
2025-08-16 02:16:00,117580.78,117619.05,117580.78,117619.04,2.77545,1755310619999,326381.92931510,1288,2.67827000,314953.24816630,0
2025-08-16 02:17:00,117619.05,117669.36,117619.04,117669.35,3.68748,1755310679999,433803.40579830,1527,3.07455000,361693.34243860,0
2025-08-16 02:18:00,117669.35,117696.03,117669.35,117696.03,1.89863,1755310739999,223426.39578680,734,1.21470000,142945.44631590,0
2025-08-16 02:19:00,117696.03,117717.44,117696.02,117717.43,2.64164,1755310799999,310932.18196540,629,2.50386000,294715.54661610,0
2025-08-16 02:20:00,117717.43,117717.44,117652.17,117652.17,4.95468,1755310859999,583080.22215630,1442,0.68704000,80834.93552870,0
2025-08-16 02:21:00,117652.18,117656.66,117635.41,117656.66,2.06374,1755310919999,242785.11604400,1111,1.37618000,161895.37964460,0
2025-08-16 02:22:00,117656.66,117668.4,117635.41,117635.41,4.65869,1755310979999,548120.98823480,1106,2.08237000,244992.61506970,0
2025-08-16 02:23:00,117635.42,117645.81,117620.0,117620.01,3.95127,1755311039999,464819.65434260,1162,2.57275000,302652.03757090,0
2025-08-16 02:24:00,117620.0,117627.99,117601.81,117607.09,7.60076,1755311099999,894006.65432210,995,1.79716000,211381.98414770,0
2025-08-16 02:25:00,117607.1,117607.1,117600.0,117606.0,1.18643,1755311159999,139525.75825520,479,0.84500000,99372.16046110,0
2025-08-16 02:26:00,117606.0,117634.78,117605.99,117634.78,0.92242,1755311219999,108495.87577630,746,0.82127000,96597.48660640,0
2025-08-16 02:27:00,117634.78,117634.78,117602.92,117610.0,3.32136,1755311279999,390682.72119520,1085,1.51515000,178214.28741140,0
2025-08-16 02:28:00,117609.99,117637.18,117609.99,117637.18,1.58363,1755311339999,186274.13823400,817,1.52598000,179492.97772410,0
2025-08-16 02:29:00,117637.18,117637.18,117637.17,117637.18,0.65633,1755311399999,77208.80453820,98,0.07521000,8847.49230780,0
2025-08-16 02:30:00,117637.18,117637.18,117637.17,117637.18,0.21879,1755311459999,25737.83780590,148,0.13816000,16252.75278880,0
2025-08-16 02:31:00,117637.18,117637.18,117584.0,117584.0,3.62716,1755311519999,426602.06818030,1277,0.25143000,29570.10560270,0
2025-08-16 02:32:00,117584.01,117611.89,117584.01,117611.89,4.54428,1755311579999,534395.35488010,1313,2.47863000,291467.34194070,0
2025-08-16 02:33:00,117611.89,117653.88,117606.0,117653.87,11.66385,1755311639999,1372025.79259320,2155,9.08248000,1068398.16197840,0
2025-08-16 02:34:00,117653.87,117653.88,117638.98,117649.09,1.81327,1755311699999,213332.43661780,986,0.14306000,16830.61998840,0
2025-08-16 02:35:00,117649.09,117649.09,117602.6,117602.61,1.52852,1755311759999,179800.75192480,1285,0.08422000,9906.70452030,0
2025-08-16 02:36:00,117602.61,117602.61,117567.57,117567.58,4.53969,1755311819999,533790.32771750,825,0.14247000,16751.32231390,0
2025-08-16 02:37:00,117567.58,117597.95,117567.57,117597.95,2.81989,1755311879999,331543.06535280,769,2.71487000,319194.00841870,0
2025-08-16 02:38:00,117597.95,117634.0,117597.94,117612.01,6.01345,1755311939999,707351.69772920,1458,1.34104000,157724.63453640,0
2025-08-16 02:39:00,117612.01,117612.01,117612.0,117612.0,1.69302,1755311999999,199119.47938940,109,1.11494000,131130.33442940,0
2025-08-16 02:40:00,117612.01,117612.01,117563.42,117563.42,2.81766,1755312059999,331318.31941240,1474,0.55960000,65794.15007470,0
2025-08-16 02:41:00,117563.42,117563.42,117519.98,117529.86,10.18613,1755312119999,1197180.85140500,1823,2.37078000,278619.97258550,0
2025-08-16 02:42:00,117529.86,117588.17,117529.85,117588.16,1.8186,1755312179999,213792.78069260,1365,1.77801000,209021.18735910,0
2025-08-16 02:43:00,117588.16,117588.17,117577.15,117577.16,0.97821,1755312239999,115021.66510160,409,0.23966000,28178.59027930,0
2025-08-16 02:44:00,117577.15,117577.16,117547.43,117547.44,1.57304,1755312299999,184938.41480600,822,0.22537000,26496.16810870,0
2025-08-16 02:45:00,117547.44,117605.96,117547.44,117588.67,4.18487,1755312359999,492063.81106710,2189,2.82793000,332490.30944360,0
2025-08-16 02:46:00,117588.68,117605.69,117588.67,117605.68,1.90184,1755312419999,223651.34980180,400,0.63359000,74507.11262080,0
2025-08-16 02:47:00,117605.69,117614.68,117502.87,117503.46,25.07585,1755312479999,2947887.84020430,3155,0.74054000,87084.95587820,0
2025-08-16 02:48:00,117503.46,117518.39,117481.53,117518.39,16.62743,1755312539999,1953676.38706610,2869,9.64362000,1133061.15693440,0
2025-08-16 02:49:00,117518.39,117530.35,117518.38,117523.99,1.72946,1755312599999,203248.04072950,521,1.42105000,167001.37200420,0
2025-08-16 02:50:00,117523.99,117523.99,117481.28,117481.29,2.87297,1755312659999,337593.38834100,1337,0.09148000,10749.32015160,0
2025-08-16 02:51:00,117481.29,117520.0,117470.91,117519.99,8.51342,1755312719999,1000164.22339330,2447,6.12950000,720107.86886830,0
2025-08-16 02:52:00,117519.99,117524.44,117470.87,117470.88,9.95784,1755312779999,1170108.39039680,1792,1.70577000,200429.67700720,0
2025-08-16 02:53:00,117470.88,117472.0,117440.74,117448.0,3.42242,1755312839999,401984.90945590,1162,2.13456000,250720.37345880,0
2025-08-16 02:54:00,117448.0,117507.37,117447.99,117507.37,3.1814,1755312899999,373702.25080890,1525,2.67421000,314117.72529500,0
2025-08-16 02:55:00,117507.37,117507.38,117479.21,117507.38,5.71988,1755312959999,672040.93716030,1485,1.88042000,220924.62929300,0
2025-08-16 02:56:00,117507.37,117518.0,117503.67,117503.68,7.51187,1755313019999,882765.08434930,907,6.59365000,774861.25065650,0
2025-08-16 02:57:00,117503.68,117503.68,117496.0,117496.01,1.50726,1755313079999,177106.68906340,331,0.62556000,73504.83194670,0
2025-08-16 02:58:00,117496.01,117505.52,117496.0,117505.52,2.08309,1755313139999,244757.98421490,387,2.04092000,239802.77752390,0
2025-08-16 02:59:00,117505.51,117505.52,117505.51,117505.51,2.11395,1755313199999,248400.77407180,101,0.12073000,14186.44142960,0
2025-08-16 03:00:00,117505.52,117524.44,117505.51,117524.44,4.06955,1755313259999,478206.73636560,622,3.85758000,453295.68714060,0
2025-08-16 03:01:00,117524.44,117524.44,117412.26,117438.14,21.45417,1755313319999,2519561.95059270,4351,9.33555000,1096182.72144280,0
2025-08-16 03:02:00,117438.13,117491.44,117438.13,117491.44,2.93346,1755313379999,344596.78663040,1071,2.85608000,335505.96692380,0
2025-08-16 03:03:00,117491.43,117539.86,117491.43,117539.85,7.36574,1755313439999,865589.59734250,1499,7.28496000,856095.92177410,0
2025-08-16 03:04:00,117539.86,117597.69,117539.85,117597.69,4.98266,1755313499999,585808.01799330,965,4.89841000,575903.64203750,0
2025-08-16 03:05:00,117597.69,117628.43,117590.24,117628.43,5.54671,1755313559999,652344.84383640,1436,1.83962000,216340.32558020,0
2025-08-16 03:06:00,117628.43,117628.43,117599.92,117599.92,3.15739,1755313619999,371381.09524730,879,0.16740000,19688.05610620,0
2025-08-16 03:07:00,117599.92,117599.92,117583.9,117583.91,3.49172,1755313679999,410599.66580830,942,1.26254000,148456.05439550,0
2025-08-16 03:08:00,117583.92,117583.92,117563.42,117563.42,1.39936,1755313739999,164530.56694130,579,0.07893000,9280.04814390,0
2025-08-16 03:09:00,117563.42,117563.43,117563.4,117563.41,10.85058,1755313799999,1275631.24871940,298,0.23703000,27866.05807420,0
2025-08-16 03:10:00,117563.4,117584.0,117563.4,117584.0,3.56099,1755313859999,418656.67007500,598,2.29713000,270062.95935420,0
2025-08-16 03:11:00,117584.0,117597.86,117584.0,117597.86,1.29044,1755313919999,151739.91457910,463,1.08505000,127588.81708340,0
2025-08-16 03:12:00,117597.86,117609.0,117597.85,117609.0,1.38197,1755313979999,162519.44584270,307,1.29028000,151736.75337640,0
2025-08-16 03:13:00,117609.0,117611.77,117608.99,117611.76,2.66442,1755314039999,313366.88557050,413,2.48371000,292113.42605040,0
2025-08-16 03:14:00,117611.77,117620.0,117611.03,117611.04,2.77317,1755314099999,326164.87927190,1135,1.26368000,148625.87776580,0
2025-08-16 03:15:00,117611.04,117611.04,117598.06,117598.07,1.18504,1755314159999,139367.70263120,536,0.18567000,21834.44707190,0
2025-08-16 03:16:00,117598.06,117598.07,117585.84,117585.84,1.11961,1755314219999,131655.59853890,528,0.43703000,51390.02997750,0
2025-08-16 03:17:00,117585.84,117585.85,117576.09,117576.1,0.67582,1755314279999,79466.59950180,270,0.16639000,19565.07574900,0
2025-08-16 03:18:00,117576.1,117585.85,117576.09,117576.48,14.4924,1755314339999,1704065.22476970,681,1.44328000,169696.50325520,0
2025-08-16 03:19:00,117576.49,117576.49,117576.48,117576.49,0.67997,1755314399999,79948.48267370,101,0.35681000,41952.46739690,0
2025-08-16 03:20:00,117576.48,117606.26,117576.48,117606.25,3.80176,1755314459999,447021.01287220,953,3.39749000,399487.06015070,0
